2000,2097152000.0,5.146e+19,50.00
3500,3670016000.0,9.006e+19,50.50
4500,4718592000.0,1.158e+20,49.50
4000,4194304000,1.029e+20,48.50
5000,5242880000.0,1.287e+20,49.00
5500,5767168000,1.415e+20,46.00
6000,6291456000,1.544e+20,46.00
6500,6815744000,1.673e+20,46.50
7000,7340032000,1.801e+20,46.50
7500,7864320000.0,1.930e+20,46.50
8000,8388608000.0,2.059e+20,47.00
8500,8912896000.0,2.187e+20,45.00
9000,9437184000.0,2.316e+20,47.50
9500,9961472000.0,2.445e+20,46.00
